"start","end","person","text"
5485.3,5486.7,"JENNY","Das sind Spezialschuhe für Läufer."
5492.3,5507.5,"FORREST (V.O.)","Sie hat mir sogar das Tanzen beigebracht. Ja, Wir waren wie eine Familie... Jenny und ich."
5510.7,5513.1,"FORREST (V.O.)","Das war die glücklichste Zeit in meinem Leben."
5532.3,5538.0,"ANNOUNCER","An diesem vierten Juli findet eines der größten Feuerwerke statt anlässlich der 200-Jahr Feier unserer Nation..."
5537.1,5538.1,"JENNY","Hast du genug gesehen?"
5538.2,5544.4,"ANNOUNCER","Ich stehe im Hafen von New York. Wo wir vorher die erleuchteten Schiffe gesehen haben hinter die Freiheits.."
5539.2,5539.9,"FORREST","Mhm."
5540.0,5540.9,"JENNY","Ich geh jetzt ins Bett."
5551.6,5560.5,"FORREST","Willst du mich heiraten? Ich wäre dir ein guter Mann, Jenny."
5563.6,5564.7,"JENNY","Das wärst du Forrest."
5567.4,5569.1,"FORREST","Aber du willst mich nicht heiraten."
5571.6,5573.1,"JENNY","Du willst mich doch garnicht heiraten."
5577.3,5589.7,"FORREST","Wieso liebst du mich nicht Jenny? Ich bin kein kluger Mann, Aber ich weiß was Liebe ist."
5625.9,5626.5,"FORREST","Jenny..."
5628.9,5631.0,"JENNY","Forrest ich liebe dich doch."
5682.4,5683.7,"CAB DRIVER","Wovor laufen sie denn weg?"
5684.8,5686.0,"JENNY","Ich lauf doch garnicht."
5773.6,5778.0,"FORREST (V.O.)","An dem Tag, Ohne einen besonderen Grund, Beschloss ich ein wenig zu laufen."
5779.8,5785.9,"FORREST (V.O.)","Ich lief bis zum Ende der Straße und als ich da ankam dachte ich, Vielleicht kann ich auch bis zum Ende der Stadt laufen."
5785.9,5789.9,"NEWSCASTER","...erlitt Präsident Carter einen Hitzschlag und viel in die Arme seines Sichterheitsbeamten."
5789.1,5790.9,"FORREST (V.O.)","und als ich da ankam"
5790.9,5799.2,"FORREST (V.O.)","dachte ich, Ich kann ja vielleicht mal quer durch Greenbow County laufen. Und als ich merkte, Dass ich so weit gekommen war dachte ich, Ich kann vielleicht auch durch den schönen Staat Alabama laufen."
5798.7,5803.5,"FORREST (V.O.)","Das hab' Ich dann gemacht, Ich lief quer durch Alabama."
5805.1,5810.8,"FORREST","Ohne irgendeinen besonderen Grund lief ich weiter. So lange, Bis ich den Ozean sah."
5816.6,5822.1,"FORREST (V.O.)","Und als ich dort angekommen war dachte ich, Wenn ich schon so weit gekommen bin. Kann ich auch wieder Kehrt machen und einfach weiterlaufen."
5826.6,5834.8,"FORREST (V.O.)","Dann kam ich... Dann kam ich zu einem anderen Ozean und da dachte ich, Wenn ich schon so weit gekommen bin, Kann ich doch einfach Kehrt machen und weiterlaufen."
5837.1,5841.2,"FORREST (V.O.)","Wenn ich müde wurde, Dann schlief ich, Wenn ich Hunger kriegte, Dann aß ich."
5842.0,5847.0,"FORREST","und wenn ich mal... Sie wissen schon... Dann ging ich."
5847.5,5850.6,"ELDERLY WOMAN","Also, Sie sind die ganze Zeit gelaufen?"
5852.3,5852.8,"FORREST","Ja."
5887.1,5898.6,"FORREST (V.O.)","Aber ich, Ich habe auch sehr viel an Mama gedacht und an Bubba, An Lt. Dan, Aber die meiste Zeit dachte ich doch an Jenny. Ich hab' Sehr oft an sie gedacht."
5900.5,5908.0,"NEWSCASTER","Seit mehr als zwei Jahren macht nun ein Mann names Forrest Gump, Ein Gärtner aus Greenbow Alabama nur zum schlafen halt. Er läuft quer durch ganz Amerika."
5908.9,5910.8,"NEWSCASTER","Hier ist unser Bericht von Charles Cooper."
5911.6,5918.9,"NEWSMAN","Zum vierten mal auf seinem Weg durch Amerika will Forrest Gump, Ein Gärtner aus Greenbow Alabama im heutigen Tag den Mississippi überqueren."
5920.2,5922.2,"JENNY","Ich werd verrückt, Forrest..."
5921.3,5922.2,"NEWSMAN","Sir, Warum laufen sie?"
5922.3,5923.3,"1ST REPORTER","Wieso laufen sie?"
5923.3,5925.2,"2ND REPORTER","Laufen sie für den Weltfrieden?"
5925.0,5926.5,"REPORTER X","Laufen sie für die Obdachlosen?"
5926.5,5928.1,"3RD REPORTER","Laufen sie für die Rechte der Frauen?"
5928.2,5929.2,"NEWSMAN","Oder für die Umwelt?"
5929.3,5930.2,"REPORTER","Oder für die Tierwelt?"
5930.2,5930.201,"3RD REPORTER",""
5930.3,5934.2,"FORREST (V.O.)","Sie konnten nicht fassen, Dass jemand läuft und läuft ohne irgendeinen besonderen Grund."
5934.6,5935.8,"2ND REPORTER","Warum tun sie das?"
5936.5,5938.2,"FORREST","Ich hatte einfach Lust zu laufen."
5939.1,5939.9,"FORREST","Ich hatte einfach Lust zu laufen."
5941.5,5944.9,"YOUNG MAN","Sie sinds? Ich kanns kaum fassen, Sie sinds wirklich."
5945.4,5950.6,"FORREST","Und dann ohne irgendeinen Grund, Gab es Leute die sahen einen Sinn in dem was ich tat."
5950.5,5960.1,"YOUNG MAN","Es war als wäre mir plötzlich ein Licht aufgegangen. Ich sagte mir, Der Mann hat seine 5 Sinne beieinander. Endlich jemand, Der weiß wos lang geht, Endlich der die Antwort kennt. Ich folge ihnen überall hin Mr. Gump."
5960.3,5962.0,"FORREST (V.O.)","Und dann hatte ich Gesellschaft."
5964.1,5966.0,"FORREST (V.O.)","Kurze Zeit später hatte ich noch mehr Gesellschaft."
5967.8,5973.2,"FORREST (V.O.)","Und dann kamen noch mehr Leute dazu. Später hat mir jemand erzählt..."
5973.2,5980.1,"FORREST","...es hätte den Menschen Hoffnung gegeben. Naja.... Naja ich versteh nichts davon, Aber..."
5980.6,5983.2,"FORREST (V.O.)","manche Leute haben mich gefragt, ob ich ihnen helfen könnte."
5983.4,5998.7,"AGING HIPPIE","Hey man! Hey, Ich wollte dich mal fragen, Ob du mir helfen kannst. Ich mach Autoaufkleber weißt du? Und mir fehlt 'n guter neuer Slogan und wo du doch so 'ne super Inspiration für die Menschen hier bist, Dachte ich dir fällt vielleicht was gutes ein für... Whoa! Man du bist gerade durch nen riesen Haufen Hundescheisse gelaufen."
6000.2,6001.2,"FORREST","Das passiert."
6001.0,6003.1,"AGING HIPPIE","Was, Scheisse?"
6004.0,6005.0,"FORREST","Manchmal."
6007.8,6012.2,"FORREST (V.O.)","Ein paar Jahre später habe ich gehört, Das der man wirklich einen Slogan auf Aufklebern rausgebracht hat."
6012.2,6014.1,"FORREST (V.O.)","Er hat ne Menge Geld damit verdient."
6016.5,6026.8,"FORREST (V.O.)","Und als ich an einem anderen Tag so vor mich hinlief kam jemand, Der hatte sein ganzes Geld bei einem Tshirt Geschäft verloren. Und der wollte mein Gesicht auf ein T-Shirt bringen, Aber er konnte nicht zeichnen und hatte keinen Fotoapparat."
6018.9,6018.901,"WILD-EYED MAN",""
6026.8,6030.2,"WILD-EYED MAN","Hier das können sie benutzen, Die Farbe kann sowieso niemand ausstehen."
6035.0,6036.0,"FORREST","Immer nur lächeln."
6038.3,6045.2,"FORREST (V.O.)","Ein paar Jahre später habe ich rausgefunden, Dass der Mann wirklich eine Idee für ein T-Shirt hatte. Der hat eine Menge Geld damit verdient."
6048.1,6071.6,"FORREST (V.O.)","Na jedenfalls, Ich hab ja schon gesagt, Ich hatte ne menge Gesellschaft. Meine Mama hatte immer gesagt man muss die Vergangenheit hinter sich zurücklassen bevor man weiter macht. Und ich glaube das war auch der ganze Grund für meine Lauferei. Ich war inzwischen drei Jahre, Zwei Monate, 14 Tage und 16 Stunden lang gelaufen."
6085.6,6087.8,"YOUNG MAN","Ruhe, Ruhe er will etwas sagen."
6099.1,6105.6,"FORREST","Ich bin müde, Sehr sogar. Ich glaube, Ich gehe wieder nach Hause."
6123.4,6124.7,"YOUNG MAN","Was soll denn jetzt aus uns werden?"
6126.6,6133.9,"FORREST (V.O.)","Und dann, Waren die Zeiten meiner Lauferei vorbei. Ich ging zurück nach Hause, Nach Alabama."
6135.0,6138.0,"NEWSCASTER","Und dann, Plötzlich Schüsse."
6140.5,6149.5,"NEWSCASTER","fünf oder sechs Schüsse wurden von dem Attentäter abgefeuert. Der Präsident wurde in die Brust getroffen. Der Täter wurde unmittelbar danach...."
6147.5,6148.8,"LOUISE","Ich hab die Post geholt."
6150.1,6153.7,"FORREST (V.O.)","Und dann, Eines Tages, Aus heiterem Himmel bekam ich von Jenny einen Brief."
6153.9,6173.6,"FORREST","Sie fragte mich ob ich vielleicht nach Savannah fahren könnte, Zu ihr. Deswegen bin ich jetzt hier. Sie hat mich im Fernsehen gesehen, Laufen. Sie meint ich soll den neuner Bus nehmen zur Richmond Street austeigen und einen Block weitergehen nach links zur Henry Street 1-9-4-7 Apartment 4."
6174.0,6182.2,"ELDERLY WOMAN","Naja, Da brauchen sie doch nicht in den Bus zu steigen. Die Henrystreet ist nur 5 oder 6 Blocks weiter, Einfach da runter."
6183.7,6184.4,"FORREST","Einfach da runter?"
6184.3,6185.4,"ELDERLY WOMAN","Einfach da runter."
6188.8,6189.8,"FORREST","Vielen Dank für die Unterhaltung."
6191.6,6193.8,"ELDERLY WOMAN","Ich hoffe es wird sich alles zum Guten wenden."
6201.7,6206.6,"JENNY","Hey Forrest na wie gehts dir?"
6205.9,6205.901,"FORREST",""
6207.2,6208.4,"JENNY","Komm rein, Komm rein."
6208.7,6209.8,"FORREST","Ich hab deinen Brief gekriegt."
6209.8,6211.5,"JENNY","Ich hatte mich schon gewundert."
6213.9,6215.0,"FORREST","Hier wohnst du also."
6215.6,6218.2,"JENNY","Ja, Es ist nicht besonders ordentlich, Ich war arbeiten."
6218.7,6222.4,"FORREST","Es ist sehr nett. Und eine Klimaanlage hast du ja auch."
6225.7,6226.3,"FORREST","Oh.."
6229.1,6229.9,"JENNY","Vielen Dank."
6229.9,6231.7,"FORREST","Ich hab welche gegessen."
6233.6,6243.2,"JENNY","Ach ich hab ein, Ich hab ein Album gemacht mit Zeitungsausschnitten von dir. Von allem möglichen. Da bist du, Ja das bist du wie du läufst."
6246.0,6250.0,"FORREST","Ich, Ich bin sehr weit gelaufen. Hab mir viel Zeit genommen."
6252.5,6275.5,"JENNY","Hier. Forrest, Ich weiß nicht, Wie ich das ausdrücken soll. Ich, Äh, Ich wollte mich entschuldigen für alles was ich dir angetan habe. Weil, Ich meine ich war, Ich war ziemlich kaputt und..."
6277.1,6277.101,"LYNN MARIE",""
6278.0,6278.6,"JENNY","Hey."
6278.4,6279.2,"LYNN MARIE","Hallo"
6279.7,6283.3,"JENNY","Na du? Das ist mein alter Freund aus Alabama."
6283.4,6284.7,"LYNN MARIE","Hallo, Guten Tag."
6284.7,6287.5,"JENNY","Ach, Äh, Nächste Woche hab' Ich einen anderen Dienstplan da kann ich ihn selbst..."
6287.7,6290.3,"LYNN MARIE","Hab ich doch gern gemacht. Ich muss lol. Ich steh in der zweiten Reihe."
6289.9,6291.0,"JENNY","Okay, Danke!"
6290.3,6290.7,"LYNN MARIE","Wiedersehen"
6290.6,6297.7,"JENNY","Das ist mein sehr guter Freund Mr.Gump. Sagst du guten Tag zu ihm?"
6297.5,6298.7,"LITTLE BOY","Hallo Mr. Gump."
6299.4,6300.0,"FORREST","Hallo"
6300.2,6301.7,"LITTLE BOY","Kann ich jetzt Fernsehen gehen?"
6302.0,6303.6,"JENNY","Ja kannst du, Aber nicht so laut ja?"
6306.2,6307.6,"FORREST","Du bist eine Mama, Jenny."
6308.1,6313.4,"JENNY","Ich bin eine Mama. Sein Name ist Forrest."
6315.1,6315.9,"FORREST","Er heißt wie ich."
6317.8,6319.2,"JENNY","Es ist der Name seines Daddys."
6320.9,6322.9,"FORREST","Er hat einen Daddy der auch Forrest heißt?"
6324.5,6325.7,"JENNY","Du bist sein Daddy, Forrest."
6340.4,6353.0,"JENNY","Hey, Forrest, Sieh mich an, Sieh mich an Forrest? Du hast überhaupt keine Verpflichtung ok? Du hast nichts falsch gemacht. Ok?"
6357.9,6358.7,"JENNY","Ist er nicht schön?"
6360.6,6374.2,"FORREST","Ich hab noch nie im Leben etwas so schönes gesehen. Aber... Ist er klug oder ist er..."
6374.5,6378.4,"JENNY","Er ist sehr klug, Er gehört zu den Klügsten in seiner Klasse."
6387.3,6389.1,"JENNY","Ja es ist ok, Unterhalt dich mit ihm."
6391.1,6391.101,"BERT",""
6392.1,6392.101,"ERNIE",""
6393.8,6393.801,"BERT",""
6398.7,6399.8,"FORREST","Was guckst du denn da?"
6400.0,6401.0,"FORREST JR.","Ernie und Bert."
6400.7,6400.701,"ERNIE",""
6423.5,6427.5,"JENNY","Forrest ich bin krank."
6430.7,6432.5,"FORREST","Was ist, Hast du Husten, Bist du erkältet?"
6434.2,6441.1,"JENNY","Ich hab so eine Art Virus und die Ärzte wissen nicht, Was es ist, Sie können nichts dagegen tun. Es gibt nichts."
6446.4,6461.8,"FORREST","Dann komm doch mit mir nach Haus. Jenny, Du und der kleine Forrest ihr kommt mit in... In mein Haus in Greenbow. Wenn du krank bist kann ich für dich Sorgen."
6464.7,6466.2,"JENNY","Würdest du mich heiraten Forrest?"
6472.0,6472.9,"FORREST","Okay."
6474.0,6474.001,"MINISTER",""
6479.5,6481.9,"LOUISE","Forrest, Wir müssen anfangen."
6500.4,6503.6,"JENNY","Hi. Deine Krawatte."
6516.1,6517.4,"FORREST","Lt. Dan?"
6532.2,6533.6,"FORREST","Lt. Dan!"
6534.9,6536.1,"LT. DAN","Hallo, Forrest."
6537.2,6540.1,"FORREST","Sie haben neue Beine. Neue Beine"
6540.9,6542.7,"LT. DAN","Ja, Ich hab neue Beine."
6543.5,6548.7,"LT. DAN","Maßarbeit, Titaniumlegierung. Sowas benutzen sie in der Raumfahrt."
6553.0,6554.2,"FORREST","Zauberbeine."
6556.3,6560.5,"LT. DAN","Das ist meine Verlobte, Susan."
6562.9,6564.2,"FORREST","Lt.Dan!"
6565.6,6566.7,"SUSAN","Hallo Forrest!"
6568.2,6571.2,"FORREST","Lt. Dan das ist meine Jenny"
6571.9,6574.9,"JENNY","Hallo, Es freut mich sie endlich kennen zu lernen."
6584.6,6599.1,"MINISTER","Willst du Forrest, Jenny zu deiner Frau nehmen? Und du Jenny, Willst du Forrest zu deinem Mann nehmen? Da es so ist, Erkläre ich euch hiermit zu Mann und Frau."
6628.5,6629.1,"JENNY","Hey."
6629.7,6630.2,"FORREST","Hey."
6643.3,6651.5,"JENNY","Du Forrest, Hattest du Angst in Vietnam?"
6653.4,6657.6,"FORREST","Ja, Ich meine, Ich weiß es nicht."
6659.4,6676.0,"FORREST (V.O.)","Manchmal hat es so lang aufgehört zu regnen, Das man die Sterne sehen konnte. Und dann war es schön. Es war so wenn die Sonne schlafen geht, Unten am Fluss."
6677.2,6684.0,"FORREST (V.O.)","Es waren... Es waren millionen Glitzerlichter auf dem Wasser. Oder so wie der Bergsee."
6685.0,6695.9,"FORREST (V.O.)","Der war so klar Jenny. Es hat so ausgesehen, Als ob da zwei Himmel wären. Einer auf dem anderen. Dann in der Wüste kurz bevor die Sonne rauskam."
6698.8,6707.9,"FORREST (V.O.)","Ich wusste nie wo der Himmel aufhört und die Erde anfing, Es war wunderschön."
6713.1,6715.0,"JENNY","Ich wünschte ich wäre mit dir dagewesen."
6719.0,6719.9,"FORREST","Das warst du."
6730.7,6731.5,"JENNY","Ich liebe dich."
6736.3,6738.5,"FORREST (V.O.)","Du bist an einem Samstag morgen gestorben."
6741.2,6744.6,"FORREST","Und ich hab dich hier, Unter unserem Baum begraben lassen."
6749.3,6754.3,"FORREST","Und ich habe das Haus von deinem Vater mit dem Bulldozer einreißen lassen."
6758.0,6758.5,"FORREST (V.O.)","Mama..."
6760.7,6765.4,"FORREST","... hat immer gesagt der Tod gehört numal zum Leben dazu."
6768.6,6777.6,"FORREST","Ich wünschte es wäre anders. Der kleine Forrest er macht sich prächtig..."
6778.3,6786.7,"FORREST JR.","...er war sicht nicht ganz sicher, Überall wo sie hingingen waren die neuen Gäste..."
6779.6,6788.0,"FORREST (V.O.)","Er geht nun bald wieder in die Schule. Ich mache jeden Tag sein Frühstück für ihn, Das Mittagessen und das Abendessen."
6786.9,6800.2,"FORREST","Ich pass auf, Dass er sich kämt und sich jeden Tag die Zähne putzt und ich bring ihm Ping Pong Spielen bei."
6802.3,6803.1,"FORREST","Okay."
6803.4,6804.4,"FORREST (V.O.)","Er macht es sehr gut."
6804.5,6805.7,"FORREST","Ok Forrest, Jetzt du."
6810.7,6811.7,"FORREST (V.O.)","Wir gehen oft zum Angeln."
6815.7,6838.3,"FORREST","Und am Abend lesen wir immer ein Buch, Er ist wirklich klug Jenny. Du wärst so stolz auf ihn. Ich bin es, Er hat, Er hat dir einen Brief geschrieben. Er sagt ich darf ihn nicht lesen, Er ist ja nicht für dich also lass ich ihn hier für dich."
6853.8,6915.31,"FORREST","Jenny, Ich weiß nicht ob Mama Recht hatte oder ob Lt. Dan Recht hatte, Ich weiß nicht, Ob jeder von uns, Jeder von uns sein Schicksal hat oder ob wir einfach nur zufällig dahingleiten wie ein Blatt im Wind. Aber ich denke es stimmt vielleicht beides. Vielleicht passiert ja beides zur selben Zeit. Du fehlst mir so Jenny. Wenn du irgendetwas brauchst, Ich bin immer in deiner Nähe."
6948.7,6949.8,"FORREST","Da kommt dein Bus."
6953.1,6956.1,"FORREST","Hey, Das kenne ich."
6956.5,6961.2,"FORREST JR.","Ich will was in der Schule davon erzähle, Weil Großmutter es dir immer vorgelesen hat."
6962.2,6963.4,"FORREST","Das ist mein Lieblingsbuch."
6967.3,6968.0,"FORREST","Oh.."
6968.8,6972.7,"FORREST","okay, Jetzt gehts los."
6978.1,6985.5,"FORREST","Hey Forrest. Warte! Ich wollte dir nurnoch sagen, Dass ich dich lieb hab."
6986.3,6987.2,"FORREST JR.","Ich hab dich auch lieb Daddy."
6989.3,6991.0,"FORREST","Wenn du wiederkommst, Warte ich hier auf dich."
6996.3,6999.4,"SCHOOL BUS DRIVER","Das hier, Das ist der Schulbus, Das weißt du doch ja?"
6999.4,7002.6,"FORREST JR.","Natürlich und sie sind Dorothy Harris und ich bin Forrest Gump."
