onset	duration	person	FG	kind	prosody	sentence_grammar	text	commentary
5016.400	2.000	ERZAEHLER	1	speech	regular	HS	Heftigen Wellen krachen gegen die Bordwand.	
5019.240	3.800	ERZAEHLER	1	speech	regular	AND	Forrest kommt aus dem Ruderhaus, kämpft sich zum Achterdeck und klammert sich ans Steuer.	
5023.680	1.600	ERZAEHLER	1	speech	regular	HS	Der Wind peitscht Gischt übers Deck.	
5026.160	1.440	ERZAEHLER	1	speech	regular	HS	Dan sitzt hoch oben im Mast.	
5027.680	1.920	ERZAEHLER	1	speech	regular	HS	Mit einer Hand hält er sich an einem Seil fest.	
5029.840	3.440	LT. DAN	0	speech	regular	HS	Du wirst dieses Boot nicht versenken.	
5031.440	0.720	FORREST (V.O.)	1	speech	regular	incomplete	Also ich...	
5032.680	1.080	FORREST (V.O.)	1	speech	regular;addendum	completion	...ich hatte Angst.	
5033.680	3.400	LT. DAN	0	non	regular	none	YIHAHAHAHAHAWHOOOO	
5034.040	1.760	FORREST (V.O.)	1	speech	regular	incomplete	Aber Lt. Dan,...	
5036.160	1.320	FORREST (V.O.)	1	speech	regular	completion	...der war wahnsinnig.	
5037.520	0.960	LT. DAN	0	speech	asking	question	Was ist denn?	
5038.680	2.080	ERZAEHLER	1	speech	regular	HS	Mit nacktem Oberkörper reckt er den Arm hoch.	
5040.840	1.320	ERZAEHLER	1	speech	regular	HS	Über ihm weht die US-Fahne.	
5042.280	1.280	LT. DAN	0	speech	asking	none	...einen Sturm?	###mit movie machen###
5044.200	4.120	LT. DAN	0	speech	commading	none;address	Blas, alter Hurenbock, blas!	
5048.720	0.840	LT. DAN	0	speech	regular	HS	Es ist soweit.	
5049.600	1.440	LT. DAN	0	speech	regular	HS	Jetzt kommt der Showdown.	
5051.600	1.440	LT. DAN	0	speech	regular	none	Du und ich	
5053.360	0.680	LT. DAN	1	speech	regular	HS	Ich bin hier.	
5054.080	0.920	LT. DAN	1	speech	commanding	imperative	Komm und hol mich!	
5055.560	1.640	LT. DAN	1	non	regular	none	HAHAHAHAHA	
5058.760	3.560	LT. DAN	1	speech	regular	HS	Du wirst dieses Boot nie versenken.	
5062.720	1.840	LT. DAN	1	non	regular	none	EEHAHAHAHA	
5064.360	4.600	ANCHORMAN	1	speech	regular	HS;NS;HS	Der Hurricane Carmen, der gestern hier durchgezogen ist, hat auf seinem Weg fast alles verwüstet.	
5069.240	5.320	ANCHORMAN	1	speech	regular	HS	Und so wie in vielen Städten entlang der Küste ist auch in Bayou La Batre die gesammte Shrimpindustrie ein Opfer von Carmen geworden.	
5075.120	2.000	ANCHORMAN	1	broadcast	regular	HS	Zurückgeblieben ist überall nur Zerstörung.	
5077.800	6.440	ANCHORMAN	1	broadcast	regular	HS;NS	Im Gespräch mit den einheimischen Amtsträgern erfuhr unser Reporter, dass wahrhaftig nur ein einziger Shrimpkutter die Katastrophe überlebt hat.	
5080.040	19.640	UNKNOWN	0	song	regular	foreign	###song name###	
5084.680	0.480	MRS. GUMP	1	speech	regular	address	Louise	
5085.640	1.120	MRS. GUMP	1	speech	regular	address;HS	Louise, das ist Forrest.	
5087.080	3.080	FORREST (V.O.)	1	speech	regular	HS	Und danach war das Shrimpfischen ganz leicht.	
5090.720	2.440	ERZAEHLER	1	speech	regular	HS	Eine Shrimps-Ladung nach der anderen landet auf dem Deck.	
5095.360	3.920	FORREST (V.O.)	1	speech	regular	NS	Und da die Leute ja immernoch Shrimps für Cocktails und Barbecues und sowas brauchten...	
5099.520	1.800	FORREST	1	speech	regular	NS;NS2	...und wir das einzige Boot waren, was heil war...	
5101.360	0.760	ERZAEHLER	1	speech	regular	none	Auf der Wartebank	
5102.160	2.000	FORREST	1	speech	regular	HS	"...konnte man nur noch ""Bubba Gump"" Shrimps kaufen."	
5104.200	1.360	ERZAEHLER	1	speech	regular	HS	Neben dem Dicken sitzt eine Frau.	
5105.680	1.360	FORREST	1	speech	regular	HS	Wir hatten eine Menge Boote.	
5107.800	1.080	FORREST	1	speech	regular;addendum	none	Zwölf Jennys	
5109.440	3.920	FORREST	1	speech	regular	HS;HS	"Ein mordsgroßes Lagerhaus, wir hatten sogar Kappen, da stand ""Bubba Gump"" drauf."	
5113.800	1.040	FORREST	1	speech	regular	none	Bubba Gump Shrimps	
5115.800	1.080	FORREST	1	speech	regular	HS	Das ist ein Markenname.	
5116.840	0.760	MAN IN SAVANNAH	1	speech	regular	none	Moment mal	
5117.640	0.640	MAN IN SAVANNAH	1	speech	regular	address	mein Freund 	
5118.680	4.320	MAN IN SAVANNAH	1	speech	asking	HS;NS	Soll das etwa heißen, Sie sind der Inhaber der Bubba Gump Shrimp Corporation?	###
5123.440	2.440	FORREST	1	speech	regular	address	Ja, Sir	
5124.080	1.640	FORREST	1	speech	regular	HS	Wir haben mehr Geld als Davy Crocket.	
5125.520	2.000	MAN IN SAVANNAH	1	non	regular	none	chhhhahahaha	
5127.560	3.680	MAN IN SAVANNAH	1	speech	regular	address;HS	Mann, ich hab schon ne Menge Lügengeschichten gehört, aber das übertrifft alles.	
5131.480	2.440	MAN IN SAVANNAH	1	non	regular	none	ha ha ha ha hu	
5132.640	0.520	ERZAEHLER	1	speech	regular	HS	Er geht.	
5134.200	2.400	MAN IN SAVANNAH	1	speech	regular	HS	Wir haben neben einem Millionär gesessen.	
5136.640	3.280	MAN IN SAVANNAH	1	non	regular	none	chahahaha heee ha	
5139.960	0.480	ELDERLY WOMAN	1	speech	regular	none	Also	
5141.120	3.520	ELDERLY WOMAN	1	speech	regular	HS;NS	Ich fand, das war eine wirklich sehr, sehr schöne Geschichte.	
5144.920	2.240	ELDERLY WOMAN	1	speech	regular	HS	Und sie erzählen sie so schön.	
5147.440	1.760	ELDERLY WOMAN	1	speech	regular;addendum	none	Mit so viel Begeisterung	
5150.920	2.200	FORREST	1	speech	asking	question;NS	Möchten sie mal sehen, wie Lt.Dan aussieht?	
5153.520	1.520	ELDERLY WOMAN	1	speech	exclamation	none	Aber ja, gern sogar	
5155.520	2.200	ERZAEHLER	1	speech	regular	HS	Aus dem Koffer holt er ein 'Fortune'-Magazin. 	
5157.920	2.240	ERZAEHLER	1	speech	regular	none	Auf dem Cover er mit Dan vor der Kutterflotte.	
5160.360	0.400	FORREST	1	speech	regular	none	Das da	
5160.960	0.760	FORREST	1	speech	regular	HS	Das ist er.	
5163.280	0.400	ELDERLY WOMAN	1	non	regular	none	ahhh	
5163.800	2.600	FORREST	1	speech	regular	HS	Und ich kann ihnen noch was über Lt.Dan erzählen.	
5166.960	0.400	ERZAEHLER	1	speech	regular	none	An Deck	
5167.600	0.560	LT. DAN	1	speech	regular	address	Forrest	
5168.640	2.040	ERZAEHLER	1	speech	regular	AND	Der hört mit der Arbeit auf und blickt ihn an. 	
5170.920	2.760	ERZAEHLER	1	speech	regular	HS	Dan sitzt neben der Reling mit nacktem Oberkörper im Rollstuhl.	
5171.360	36.760	OST	1	song	instrumental			
5173.840	3.440	LT. DAN	1	speech	regular	HS;NS	Ich hab mich nie dafür bedankt, dass du mir das Leben gerettet hast.	
5181.200	1.400	ERZAEHLER	1	speech	regular	HS	Forrest schaut ihn ruhig an.	
5182.960	1.520	ERZAEHLER	1	speech	regular	HS	Dan hievt sich auf die Reling.	
5185.200	0.600	LT. DAN	1	non	regular	none	mhm	
5187.280	1.080	ERZAEHLER	1	speech	regular;addendum	HS	Lächelt Forrest zu.	
5188.520	0.680	ERZAEHLER	1	speech	regular;addendum	HS	Dreht sich um.	
5189.440	0.840	ERZAEHLER	1	speech	regular;addendum	HS	Und stößt sich ab.	
5190.320	0.280	LT. DAN	1	non	regular	none	erghh	
5193.920	4.400	ERZAEHLER	1	speech	regular	AND;NS	Forrest tritt näher an die Reling und sieht, wie Dan lächelnd auf dem Rücken davon krault.	
5201.520	1.800	FORREST (V.O.)	1	speech	regular	HS	Er hat es nie so direkt gesagt...	
5204.840	2.880	FORREST (V.O.)	1	speech	regular	HS;NS	...aber ich glaube, er hatte mit Gott seinen Frieden gemacht.	###aber###
5208.040	0.760	ERZAEHLER	1	speech	regular	HS	Ein Bus hält.	
5215.520	2.400	FORREST	1	speech	asking	HS;NS	Hatten sie nicht vorhin gesagt, Sie warten auf den siebener Bus?	indirekte Rede
5217.880	1.640	ELDERLY WOMAN	1	speech	regular	HS	Da kommt schon bald der nächste.	
5219.560	0.920	ELDERLY WOMAN	1	speech	regular	none	Ganz sicher	
5224.120	13.280	FORREST	1	speech	regular	complex	Naja, und weil ich ein Football Star war und ein Kriegsheld und eine nationale Berühmtheit und ein Shrimpkutterkapitän und einen Collegeabschluss hatte beschlossen die Stadtväter von Greenbow Alabama etwas nettes, Sie gaben mir einen sehr schönen Job.	
5237.440	0.640	ERZAEHLER	1	speech	regular	none	Rasenmähen	
5237.120	4.360	FORREST (V.O.)	1	speech	regular	HS;NS	Deswegen fuhr ich nicht zurück, um mit Lt. Dan zu arbeiten.	
5238.080	66.040	OST	1	song	instrumental			
5241.720	2.840	FORREST (V.O.)	1	speech	regular	HS	Er hat sich trotzdem weiter um mein Bubba Gump Geld gekümmert.	
5245.120	1.320	FORREST (V.O.)	1	speech	regular	HS	Er hat es für mich angelegt.	
5246.480	0.760	ERZAEHLER	1	speech	regular	none	'Apple'-Aktien	
5247.240	1.760	FORREST (V.O.)	1	speech	regular;addendum	none	In irgendeiner Sache mit Obst	
5249.320	1.560	FORREST (V.O.)	1	speech	regular	AND	Er hat mich dann angerufen und gesagt:	
5250.920	1.840	FORREST (V.O.)	1	speech	regular	HS	Um Geld müssen wir uns nie mehr sorgen machen.	direkte Rede
5252.800	0.760	FORREST	1	speech	regular	HS	Da sagte ich:	
5254.600	0.760	FORREST	1	speech	regular	HS	Das ist gut.	direkte Rede
5255.920	1.120	FORREST	1	speech	regular	none	Eine Sorge weniger	direkte Rede
5258.920	0.680	ERZAEHLER	1	speech	regular	none	In der Kirche	
5259.800	1.080	FORREST (V.O.)	1	speech	regular	HS	Mama hatte gesagt:	
5260.920	2.080	FORREST (V.O.)	1	speech	regular	HS	Jeder Mensch braucht nur ein bestimmtes Vermögen.	direkte Rede
5263.040	2.520	FORREST (V.O.)	1	speech	regular	none;NS;HS	Alles, was darüber hinausgeht, ist Angeberei.	
5265.720	1.280	REVEREND	1	speech	exclamation	imperative	Lobet den Herren!	
5267.040	4.120	FORREST (V.O.)	1	speech	regular;addendum	HS	Deshalb hab' ich der Four Square Gospel Church eine ganze Menge Geld geschenkt.	
5271.200	1.120	ERZAEHLER	1	speech	regular	HS	Die Kirche wird renoviert.	
5273.280	4.040	FORREST (V.O.)	1	speech	regular	HS	Und eine ganze Menge habe ich auch dem Bayou La Batre Seemannskrankenhaus geschenkt.	
5276.800	2.200	CROWD AT HOSPITAL	0	non	regular	none	cheering	###im hörspiel halb verdeckt###
5277.480	2.120	ERZAEHLER	1	speech	regular	HS	Das 'Gump Medical Center' wird eingeweiht.	
5279.840	3.680	FORREST (V.O.)	1	speech	regular	###	Und auch wenn Bubba tot war und Lt. Dan gesagt hat, ich wäre verrückt...	
5284.360	2.520	FORREST (V.O.)	1	speech	regular	###	...habe ich Bubbas Mama Bubbas Anteil gegeben.	
5286.880	2.600	ERZAEHLER	1	speech	regular	AND	Bubbas Mutter starrt auf einen Scheck und fällt in Ohnmacht.	
5290.760	1.080	FORREST	1	speech	asking	question	Und soll ich ihnen was sagen?	
5292.000	1.480	ERZAEHLER	1	speech	regular	HS	Eine weiße Köchin bedient sie.	
5293.480	3.040	FORREST (V.O.)	1	speech	regular	HS	Von da an musste sie nie wieder in anderer Leute Küche arbeiten.	
5296.600	1.360	MRS. BLUE	1	speech	exclamation	none;HS	Meine Güte, riecht das gut.	#trennen?#
5298.000	0.960	ERZAEHLER	1	speech	regular	HS	Er sitzt auf dem Mäher.	
5299.080	2.200	FORREST (V.O.)	1	speech	regular	NS	Und weil ich ein Zich-Millionär war...	
5301.520	1.840	FORREST (V.O.)	1	speech	regular;addendum	NS	...und weil ich so viel Spaß daran hatte,...	
5303.560	2.400	FORREST (V.O.)	1	speech	regular;addendum	HS	...mähte ich den Rasen für umsonst.	
5306.080	1.520	ERZAEHLER	1	speech	regular	HS	Er kommt im Pyjama auf den Balkon.	
5308.760	0.800	FORREST (V.O.)	1	speech	regular	incomplete	Aber nachts...	
5310.000	3.160	FORREST (V.O.)	1	speech	regular;addendum	NS	...wenn es gar nichts zu tun gab und wenn das Haus ganz leer war,...	
5313.200	147.480	OST	1	song	instrumental			
5314.840	1.640	FORREST (V.O.)	1	speech	regular;addendum	HS	...dann dachte ich immer an Jenny.	
5317.360	2.520	ERZAEHLER	1	speech	regular	HS	Er sieht Jenny im weißen Kleid über den Rasen kommen.	
5325.040	1.040	ERZAEHLER	1	speech	regular	HS	Sie wird durchsichtig	
5326.520	0.720	ERZAEHLER	1	speech	regular	HS	und verschwindet.	
5329.760	1.600	ERZAEHLER	1	speech	regular	HS	Bedrückt dreht sich Forrest weg.	
5334.720	1.280	ERZAEHLER	1	speech	regular	HS	Er schlurft zur Tür.	
5339.880	1.760	ERZAEHLER	1	speech	regular;addendum	HS	... und geht zögernd zurück ins Haus.	
5349.120	0.640	ERZAEHLER	1	speech	regular	HS	Es ist Tag.	
5350.240	3.840	ERZAEHLER	1	speech	regular	AND	Neben seinem Haus sitzt Forrest auf dem kleinen Mäher und mäht die große Wiese.	
5359.160	1.640	ERZAEHLER	1	speech	regular	HS	Er zieht eine schnurgerade Bahn.	
5363.720	2.880	ERZAEHLER	1	speech	regular	HS;NS	Die Wiese grenzt an den Fluss, der von Bäumen gesäumt ist.	
5369.800	1.360	ERZAEHLER	1	speech	regular	HS	Von der Zufahrt kommt...	
5371.760	1.280	ERZAEHLER	1	speech	regular;addendum	none	...Jenny auf den Rasen.	
5375.200	2.480	ERZAEHLER	1	speech	regular	HS	Sie geht am Baum mit der Schaukel vorbei auf Forrest zu.	
5378.200	0.640	FORREST (V.O.)	1	speech	regular	incomplete	Und dann...	
5380.320	1.000	FORREST (V.O.)	1	speech	regular;addendum	HS	...war sie da.	
5387.480	1.400	ERZAEHLER	1	speech	regular	HS	Langsam nähert sich Jenny.	
5391.720	1.040	ERZAEHLER	1	speech	regular	HS	Forrest steigt ab.	
5393.160	2.240	ERZAEHLER	1	speech	regular	HS	Ungläubig geht er ihr ein paar Schritte entgegen.	
5395.600	0.680	ERZAEHLER	1	speech	regular	HS	Und hält an.	
5402.200	1.280	ERZAEHLER	1	speech	regular	HS	Er eilt auf Jenny zu.	
5409.760	2.640	ERZAEHLER	1	speech	regular	HS	Mit etwas Abstand bleiben die beiden voreinander stehen.	
5412.880	1.040	JENNY	1	speech	regular	address	Hallo, Forrest	
5415.080	0.800	FORREST	1	speech	regular	address	Hallo, Jenny	
5416.840	1.280	ERZAEHLER	1	speech	regular	HS	Sie fällt ihm um den Hals.	
5423.720	2.360	ERZAEHLER	1	speech	regular	HS	Zögernd legt auch er seine Arme um sie.	
5427.080	1.040	FORREST (V.O.)	1	speech	regular	HS	Jenny war wieder da.	
5428.480	0.920	FORREST (V.O.)	1	speech	regular	HS	Und sie blieb bei mir.	
5429.480	1.000	ERZAEHLER	1	speech	regular	HS;HS	Es ist Tag. Sie schläft.	
5430.640	3.760	FORREST (V.O.)	1	speech	regular	HS;NS;NS2	Vielleicht kam das daher, dass sie nicht wusste, wo sie sonst hingehen sollte.	
5434.600	2.400	FORREST (V.O.)	1	speech	regular	none;NS	Oder auch deshalb, weil sie so müde war.	
5437.520	2.680	FORREST (V.O.)	1	speech	regular	AND	Denn sie ging ins Bett und schlief und schlief.	
5440.720	2.200	FORREST (V.O.)	1	speech	regular	NS	Als ob sie seit Jahren nicht geschlafen hätte.	
5443.400	1.960	FORREST (V.O.)	1	speech	regular	HS;NS	Es war wunderbar, sie zu Hause zu haben.	###grammar###
5445.680	1.240	ERZAEHLER	1	speech	regular	HS	Sie schlendern über eine Wiese.	
5447.160	4.440	FORREST (V.O.)	1	speech	regular	complex	Wir machten jeden Tag einen Spaziergang und ich habe geplappert wie ein Äffchen.	
5449.440	11.600	FORREST	0	speech	regular	undistinguishable	BACKGROUND GEQUATSCHE	
5451.840	4.840	FORREST (V.O.)	1	speech	regular	HS	Sie hat sich alles angehört vom Ping Pong spielen, vom Shrimpfischen und von Mamas Reise in den Himmel.	
5457.160	2.240	FORREST (V.O.)	1	speech	regular	HS	Die meiste Zeit hab ich allein geredet.	
5459.600	1.760	FORREST (V.O.)	1	speech	regular	HS	Jenny war eigentlich richtig still.	
5461.800	0.680	FORREST	1	speech	regular	none	...dann Regen.	###
5463.640	50.560	LYNYRD SKYNYRD	1	song	regular		"""Sweet Home Alabama"" "	
5464.840	3.320	FORREST (V.O.)	1	speech	regular	HS;NS	Eigentlich habe ich nie erfahren, warum sie zurückgekommen war.	
5468.480	2.480	FORREST (V.O.)	1	speech	regular	HS;HS	Aber es war mir auch egal, es war wie früher.	
5471.120	2.120	FORREST (V.O.)	1	speech	regular	HS	Wir waren wieder wie Pech und Schwefel.	
5473.680	1.680	ERZAEHLER	1	speech	regular	HS	Sie sitzen nebeneinander auf der Eiche.	
5475.600	3.320	FORREST (V.O.)	1	speech	regular	AND	Jeden Tag hab' ich schöne Blumen gepflückt und sie in ihr Zimmer gestellt.	
5479.000	1.920	ERZAEHLER	1	speech	regular	HS	Melancholisch betrachtet Jenny die Rosen.	
5481.400	3.000	FORREST (V.O.)	1	speech	regular	HS;NS	Und sie machte mir das schönste Geschenk, das man sich vorstellen kann.	
5483.920	0.840	FORREST	0	speech	regular	none	Neue Schuhe	
5485.200	1.440	JENNY	1	speech	regular	HS	Das sind Spezialschuhe für Läufer.	
5486.800	2.200	ERZAEHLER	1	speech	regular	HS;NS	Die Nike-Schuhe, die er auf der Wartebank trägt. 	
5489.360	1.720	ERZAEHLER	1	speech	regular	HS	Durch strömenden Regen fällt der Blick auf die beiden hinter einem Fenster.	
5492.240	2.200	FORREST (V.O.)	1	speech	regular	HS	Sie hat mir sogar das Tanzen beigebracht.	
5495.000	1.720	ERZAEHLER	1	speech	regular	HS	Jenny dreht sich unter seinem Arm durch.	
5497.000	2.680	ERZAEHLER	1	speech	regular	AND	Forrest wippt auf der Stelle und schwingt ausgelassen die Arme.	
5503.240	0.320	FORREST (V.O.)	1	speech	regular	none	Ja	
5504.040	1.840	FORREST (V.O.)	1	speech	regular	HS	Wir waren wie eine Familie.	
5506.320	1.040	FORREST (V.O.)	1	speech	regular;addendum	none	Jenny und ich	
5508.440	0.760	ERZAEHLER	1	speech	regular	none	Abends am Fluss	
5509.320	1.160	ERZAEHLER	1	speech	regular	HS	Sie legt den Arm um ihn.	
5510.680	2.320	FORREST (V.O.)	1	speech	regular	HS	Das war die glücklichste Zeit in meinem Leben.	
5514.240	2.880	ERZAEHLER	1	speech	regular	HS	Auf dem Wasser spiegeln sich zerplatzende Feuerwerksraketen. 	
5517.320	2.480	ERZAEHLER	1	speech	regular	HS	Am Himmel sprühen sie wie bunte Blüten auseinander.	
5522.280	0.800	ERZAEHLER	1	speech	regular	none	Im Fernseher	
5523.240	2.720	ERZAEHLER	1	speech	regular	HS	Auch über der Freiheitsstatue explodieren Raketen.	
5526.240	1.720	ERZAEHLER	1	speech	regular	HS	Jenny sitzt grübelnd vor dem Gerät. 	
5528.240	3.400	ERZAEHLER	1	speech	regular	AND	Forrest hockt mit einer Limo auf der Fensterbank und beobachtet sie.	
5532.200	5.720	ANNOUNCER	0	broadcast	regular	HS	An diesem vierten Juli findet eines der größten Feuerwerke statt anlässlich der 200-Jahr Feier unserer Nation.	
5537.000	0.960	JENNY	1	speech	asking	question	Hast du genug gesehen?	
5537.960	6.240	ANNOUNCER	1	broadcast	regular	HS;NS	Ich stehe im Hafen von New York, wo wir vorher die erleuchteten Schiffe gesehen haben hinter die Freiheits...	###setting###
5539.240	0.320	FORREST	1	non	regular	none	mhm	
5539.920	0.920	JENNY	1	speech	regular	HS	Ich geh jetzt ins Bett.	
5541.760	1.880	ERZAEHLER	1	speech	regular	AND	Sie küsst ihn auf die Schläfe und schaltet aus.	
5544.560	1.000	ERZAEHLER	1	speech	regular	HS	Forrest sieht ihr nach.	
5545.840	1.560	ERZAEHLER	1	speech	regular	HS	Entschlossen stellt er seine Cola ab.	
5548.600	1.280	ERZAEHLER	1	speech	regular	HS	Jenny steigt die Treppe hoch.	
5550.040	1.400	ERZAEHLER	1	speech	regular	HS	Unten kommt Forrest in den Flur.	
5551.680	1.000	FORREST	1	speech	asking	question	Willst du mich heiraten?	
5553.520	1.800	ERZAEHLER	1	speech	regular	HS	Jenny dreht sich ernst zu ihm um.	
5558.240	1.440	FORREST	1	speech	regular	HS	Ich wäre dir ein guter Mann.	
5560.000	0.480	FORREST	1	speech	regular	address	Jenny	
5563.400	0.640	JENNY	1	speech	regular	HS	Das wärst du.	
5564.080	0.600	JENNY	1	speech	regular	address	Forrest	
5567.280	1.760	FORREST	1	speech	regular	HS	Aber du willst mich nicht heiraten.	
5571.520	1.480	JENNY	1	speech	regular	HS	Du willst mich doch gar nicht heiraten.	
5577.280	1.200	FORREST	1	speech	asking	question	Wieso liebst du mich nicht?	
5578.520	0.480	FORREST	1	speech	regular	address	Jenny	
5584.320	1.560	FORREST	1	speech	regular	HS	Ich bin kein kluger Mann.	
5587.880	1.800	FORREST	1	speech	regular	HS;NS	Aber ich weiß, was Liebe ist.	
5589.760	2.120	ERZAEHLER	1	speech	regular	HS	Forrest geht durch die Fliegengittertür nach draußen.	
5595.600	3.360	ERZAEHLER	1	speech	regular	AND	Auf der Veranda stemmt er die Hände in die Hüften und bleibt abgewandt stehen.	
5599.880	1.120	ERZAEHLER	1	speech	regular	HS	Jenny geht nach oben.	
5602.560	2.120	ERZAEHLER	1	speech	regular	none	Das dunkle Haus im strömenden Regen	
5609.440	1.040	ERZAEHLER	1	speech	regular	HS	Forrest liegt im Bett.	
5611.000	2.320	ERZAEHLER	1	speech	regular	HS	Draußen geht Jenny im Nachthemd am Fenster vorbei.	
5613.680	0.920	ERZAEHLER	1	speech	regular	HS	Er öffnet die Augen.	
5617.600	2.200	ERZAEHLER	1	speech	regular	AND	Jenny bleibt an der Tür stehen und sieht ihn an.	
5620.480	1.480	ERZAEHLER	1	speech	regular	HS	Forrest richtet sich etwas auf.	
5622.680	1.240	ERZAEHLER	1	speech	regular	HS	Sie schlüpft unter seine Decke...	
5625.800	0.680	FORREST	1	speech	regular	address	Jenny	
5626.840	1.080	ERZAEHLER	1	speech	regular;addendum	HS	...und legt sich auf ihn.	
5628.920	0.800	JENNY	1	speech	regular	address	Forrest	
5629.760	1.160	JENNY	1	speech	regular	HS	Ich liebe dich doch.	
5631.480	1.560	ERZAEHLER	1	speech	regular	HS	Sie gibt ihm einen Kuss auf den Mund.	
5636.560	1.400	ERZAEHLER	1	speech	regular	HS	Die beiden küssen sich innig.	
5638.400	1.680	ERZAEHLER	1	speech	regular	HS	Zaghaft hebt Forrest die Hände.	
5641.120	1.520	ERZAEHLER	1	speech	regular	HS	Und schließt Jenny in seine Arme.	
5650.600	2.080	ERZAEHLER	1	speech	regular	HS	Durch eine Gardine fällt der Blick auf das Bett.	
5653.000	1.520	ERZAEHLER	1	speech	regular	HS	Jenny zieht ihr Nachthemd aus.	
5655.720	1.200	ERZAEHLER	1	speech	regular	HS	Forrest umarmt sie wieder.	
5657.000	1.160	ERZAEHLER	1	speech	regular	HS	Die beiden küssen sich weiter.	
5661.520	0.560	ERZAEHLER	1	speech	regular	HS	Es ist hell.	
5663.240	0.760	ERZAEHLER	1	speech	regular	none	Vor dem Haus	
5666.120	3.160	ERZAEHLER	1	speech	regular	HS	In Rock und Bluse kommt Jenny mit ihrer Umhängetasche auf die Veranda.	
5669.800	1.800	ERZAEHLER	1	speech	regular	HS	Sie eilt über den Rasen zu einem Taxi.	
5676.680	1.680	ERZAEHLER	1	speech	regular	HS	Der Fahrer hält ihr die Fondtür auf.	
5682.280	1.520	CAB DRIVER	1	speech	asking	question	Wovor laufen sie denn weg?	
5684.840	1.000	JENNY	1	speech	regular	HS	Ich lauf doch gar nich.	
5689.720	2.240	ERZAEHLER	1	speech	regular	none	Aus einem Fenster im oberen Stock des Hauses	
5692.120	1.400	ERZAEHLER	1	speech	regular	HS	Unten fährt das Taxi davon.	
5699.160	1.640	ERZAEHLER	1	speech	regular	HS	Forrest liegt schlafend im Bett.	
5701.120	2.160	ERZAEHLER	1	speech	regular	HS	Seine nackten Schultern gucken unter der Decke hervor.	
5706.240	5.440	ERZAEHLER	1	speech	regular	HS	Auf einer Kommode liegt neben Forrests Tischtennisschläger seine goldene Tapferkeitsmedaille am blauen Band.	
5712.400	4.880	ERZAEHLER	1	speech	regular	AND	Forrest steht im Morgenmantel mit einem Glas Milch in der Zimmertür und betrachtet die Medaille ernst.	
5719.680	2.160	ERZAEHLER	1	speech	regular	HS	In Jennys Zimmer ist das Bett unberührt.	
5722.080	2.120	ERZAEHLER	1	speech	regular	AND	Forrest steht in der Tür und starrt darauf.	
5728.160	2.760	ERZAEHLER	1	speech	regular	HS	Er sitzt im Wohnzimmer kerzengerade auf der Fensterbank.	
5736.280	3.120	ERZAEHLER	1	speech	regular	HS	Auf der Veranda sitzt Forrest reglos in einem Schaukelstuhl.	
5739.640	2.120	ERZAEHLER	1	speech	regular	AND	Er hat seine Laufschuhe an und sieht vor sich hin.	
5742.440	111.200	OST	0	song	instrumental			
5749.600	3.120	ERZAEHLER	1	speech	regular	HS	Forrest setzt sein rotes 'Bubba Gump Shrimp'-Käppi auf...	
5755.680	0.720	ERZAEHLER	1	speech	regular;addendum	HS	... und steht auf.	
5760.280	1.240	ERZAEHLER	1	speech	regular	HS	Er steigt von der Veranda.	
5763.320	1.840	ERZAEHLER	1	speech	regular	HS	Auf dem Rasen beginnt er zu laufen.	
5766.000	0.640	ERZAEHLER	1	speech	regular	HS	Wird schneller	
5767.600	1.480	ERZAEHLER	1	speech	regular	HS	Und rennt die Zufahrt entlang.	
5772.960	0.880	FORREST (V.O.)	1	speech	regular	incomplete	An dem Tag,...	
5774.200	3.720	FORREST (V.O.)	1	speech	regular	NS;completion	...ohne irgendeinen besonderen Grund, beschloss ich ein wenig zu laufen.	
5778.600	4.160	FORREST (V.O.)	1	speech	regular	AND	Ich lief bis zum Ende der Straße und als ich da ankam dachte ich:	
5783.080	2.800	FORREST (V.O.)	1	speech	regular	HS	Vielleicht kann ich auch bis zum Ende der Stadt laufen.	direkte Rede
5786.040	3.840	NEWSCASTER	0	broadcast	regular	AND	erlitt Präsident Carter einen Hitzschlag und viel in die Arme seines Sichterheitsbeamten.	
5788.240	2.120	FORREST (V.O.)	1	speech	regular	###	und als ich da ankam, dachte ich:	
5790.720	2.920	FORREST (V.O.)	1	speech	regular	HS	Ich kann ja vielleicht mal quer durch Greenbow County laufen.	direkte Rede
5793.760	2.600	FORREST (V.O.)	1	speech	regular	HS	Und als ich merkte, dass ich so weit gekommen war dachte ich:	
5796.400	2.760	FORREST (V.O.)	1	speech	regular	HS	Ich kann vielleicht auch durch den schönen Staat Alabama laufen.	direkte Rede
5799.320	1.320	ERZAEHLER	1	speech	regular	HS	Forrest kommt nach Mississippi.	
5800.760	1.120	FORREST (V.O.)	1	speech	regular	HS	Das hab' ich dann gemacht.	
5801.840	1.640	FORREST (V.O.)	1	speech	regular	HS	Ich lief quer durch Alabama.	
5803.920	0.800	ERZAEHLER	1	speech	regular	none	Auf der Wartebank	
5805.240	1.840	FORREST (V.O.)	1	speech	regular	HS	Ohne irgendeinen besonderen Grund lief ich weiter.	
5809.280	1.440	FORREST (V.O.)	1	speech	regular	###	So lange, bis ich den Ozean sah.	
5810.960	3.400	ERZAEHLER	1	speech	regular	HS	In Santa Monica läuft Forrest auf dem Pier bis zum Geländer am Ende.	
